epoch,phase,loss,accuracy,f1,recall,roc_auc
43,val,0.1874028444290161,0.875,0.873015873015873,0.875,1.0
44,train,0.03348011999466725,0.9898389570552147,0.9898426662004659,0.9898389570552147,0.9990899425079983
44,val,0.20912782847881317,0.875,0.873015873015873,0.875,1.0
45,train,0.037633087096251606,0.9863880368098159,0.9864028863803195,0.9863880368098159,0.9987778018330087
45,val,0.2566681206226349,0.8125,0.8056680161943319,0.8125,1.0
46,train,0.03456877657795108,0.9856211656441718,0.9856299024649272,0.9856211656441718,0.9991149599480407
46,val,0.24318967759609222,0.8125,0.8056680161943319,0.8125,1.0
47,train,0.034711272667870614,0.9884969325153374,0.9885053145099811,0.9884969325153374,0.9990110413509418
47,val,0.25179409980773926,0.8125,0.8056680161943319,0.8125,1.0
48,train,0.028614232176272028,0.9902223926380368,0.9902164135475607,0.9902223926380368,0.9994432657381348
48,val,0.2342066615819931,0.8125,0.8056680161943319,0.8125,1.0
49,train,0.038287390393427816,0.9871549079754601,0.9871627128686683,0.9871549079754601,0.9987433547424888
49,val,0.2676582932472229,0.8125,0.8056680161943319,0.8125,1.0
50,train,0.03484661355143287,0.986579754601227,0.986579754601227,0.986579754601227,0.9990635779750306
50,val,0.2196280062198639,0.875,0.873015873015873,0.875,1.0
