epoch,phase,loss,accuracy,f1,recall,roc_auc
26,val,0.7687158584594727,0.5625,0.5151515151515151,0.5625,0.90625
27,train,0.08033375711711638,0.9700920245398773,0.9700031659770961,0.9700920245398773,0.9946408794592384
27,val,0.7687606811523438,0.5625,0.5151515151515151,0.5625,0.90625
28,train,0.07935562622990527,0.9710506134969326,0.9709827388642329,0.9710506134969326,0.9946946669553294
28,val,0.7687241435050964,0.5625,0.5151515151515151,0.5625,0.90625
29,train,0.08245029305879233,0.9691334355828221,0.9690610659413345,0.9691334355828221,0.9945417719083014
29,val,0.7686605453491211,0.5625,0.5151515151515151,0.5625,0.90625
30,train,0.08229810087170246,0.9716257668711656,0.9715769038584984,0.9716257668711656,0.9942230882105314
30,val,0.7686370611190796,0.5625,0.5151515151515151,0.5625,0.90625
31,train,0.08172165588447196,0.9674079754601227,0.9673437490023417,0.9674079754601227,0.9947040003848837
31,val,0.7686330080032349,0.5625,0.5151515151515151,0.5625,0.90625
32,train,0.07997912288489152,0.9704754601226994,0.9704172785080036,0.9704754601226994,0.9950579009405596
32,val,0.7686291933059692,0.5625,0.5151515151515151,0.5625,0.90625
33,train,0.07644679313354148,0.972967791411043,0.9729178824937303,0.972967791411043,0.9949439753674437
33,val,0.7686280608177185,0.5625,0.5151515151515151,0.5625,0.90625
34,train,0.08087560312502498,0.9683665644171779,0.9683394480510756,0.9683665644171779,0.9949102980443096
34,val,0.7686294317245483,0.5625,0.5151515151515151,0.5625,0.90625
35,train,0.08598062379479957,0.9674079754601227,0.9673679874060621,0.9674079754601227,0.9939182603257078
35,val,0.7686294913291931,0.5625,0.5151515151515151,0.5625,0.90625
36,train,0.08170031089952752,0.96875,0.9686689153890313,0.96875,0.9946949556180991
36,val,0.7686296105384827,0.5625,0.5151515151515151,0.5625,0.90625
37,train,0.08548697399581137,0.9651073619631901,0.9649772791369295,0.9651073619631901,0.9942130812345145
37,val,0.7686294317245483,0.5625,0.5151515151515151,0.5625,0.90625
38,train,0.08387671704718307,0.96875,0.9686453481909936,0.96875,0.9940500829905462
38,val,0.7686293721199036,0.5625,0.5151515151515151,0.5625,0.90625
39,train,0.08265631302528403,0.96875,0.9687538073155965,0.96875,0.9940903033364604
39,val,0.7686293721199036,0.5625,0.5151515151515151,0.5625,0.90625
40,train,0.08563734045069367,0.9666411042944786,0.9665419928206072,0.9666411042944786,0.9940192922951097
40,val,0.7686294317245483,0.5625,0.5151515151515151,0.5625,0.90625
41,train,0.08219419900853575,0.9693251533742331,0.9692570619939785,0.9693251533742331,0.9944186091265546
41,val,0.768629252910614,0.5625,0.5151515151515151,0.5625,0.90625
42,train,0.08446044760807617,0.9674079754601227,0.967359928481336,0.9674079754601227,0.9941626614707367
42,val,0.7686293721199036,0.5625,0.5151515151515151,0.5625,0.90625
43,train,0.08676605018004319,0.9674079754601227,0.9673518490266534,0.9674079754601227,0.9939009405595247
43,val,0.7686293125152588,0.5625,0.5151515151515151,0.5625,0.90625
44,train,0.08521403663825998,0.9697085889570553,0.9696639335297124,0.9697085889570553,0.9934806475668133
44,val,0.768629252910614,0.5625,0.5151515151515151,0.5625,0.90625
45,train,0.08354805785294142,0.9677914110429447,0.9677359449204576,0.9677914110429447,0.994141492867624
45,val,0.768629252910614,0.5625,0.5151515151515151,0.5625,0.90625
46,train,0.08325638663755056,0.9695168711656442,0.9693993642405568,0.9695168711656442,0.9941826754227706
46,val,0.7686293721199036,0.5625,0.5151515151515151,0.5625,0.90625
47,train,0.08226448863436199,0.9695168711656442,0.9694301328267931,0.9695168711656442,0.9943164225060739
47,val,0.7686293721199036,0.5625,0.5151515151515151,0.5625,0.90625
48,train,0.08583016641026625,0.9675996932515337,0.9675074996712455,0.9675996932515337,0.9938545620745232
48,val,0.7686294317245483,0.5625,0.5151515151515151,0.5625,0.90625
49,train,0.0801723268642976,0.968941717791411,0.9689189123496499,0.968941717791411,0.9948073416564431
49,val,0.7686293721199036,0.5625,0.5151515151515151,0.5625,0.90625
50,train,0.07993538849672839,0.9720092024539877,0.9719189946181757,0.9720092024539877,0.994497510283611
50,val,0.7686294317245483,0.5625,0.5151515151515151,0.5625,0.90625
